Report Date,Summary Indicator,Summary Indicator Value
04/13/2021,Confirmed Deaths,"8,811"
04/13/2021,Probable Deaths,"1,695"
04/13/2021,Number of Outbreaks,"2,971"
04/13/2021,Number of Outbreak Associated Cases,"70,284"
04/13/2021,Number of PCR Testing Encounters,"6,727,567"
04/13/2021,Current 7-Day Percent Positivity,6.0%
04/13/2021,MIS-C Cases,54
04/13/2021,MIS-C Deaths,0
04/14/2021,Total Cases,"640,211"
04/14/2021,New Cases,"1,301"
04/14/2021,Confirmed Cases,"498,643"
04/14/2021,Probable Cases,"141,568"
04/14/2021,Total Hospitalizations,"27,397"
04/14/2021,Confirmed Hospitalizations,"25,956"
04/14/2021,Probable Hospitalizations,"1,441"
04/14/2021,Total Deaths,"10,510"
04/14/2021,Confirmed Deaths,"8,815"
04/14/2021,Probable Deaths,"1,695"
04/14/2021,Number of Outbreaks,"2,974"
04/14/2021,Number of Outbreak Associated Cases,"70,330"
04/14/2021,Number of PCR Testing Encounters,"6,744,966"
04/14/2021,Current 7-Day Percent Positivity,6.0%
04/14/2021,MIS-C Cases,56
04/14/2021,MIS-C Deaths,0
04/15/2021,Total Cases,"641,626"
04/15/2021,New Cases,"1,415"
04/15/2021,Confirmed Cases,"499,675"
04/15/2021,Probable Cases,"141,951"
04/15/2021,Total Hospitalizations,"27,493"
04/15/2021,Confirmed Hospitalizations,"26,043"
04/15/2021,Probable Hospitalizations,"1,450"
04/15/2021,Total Deaths,"10,529"
04/15/2021,Confirmed Deaths,"8,836"
04/15/2021,Probable Deaths,"1,693"
04/15/2021,Number of Outbreaks,"2,982"
04/15/2021,Number of Outbreak Associated Cases,"70,603"
04/15/2021,Number of PCR Testing Encounters,"6,765,207"
04/15/2021,Current 7-Day Percent Positivity,6.0%
04/15/2021,MIS-C Cases,56
04/15/2021,MIS-C Deaths,0
04/16/2021,Total Cases,"643,220"
04/16/2021,New Cases,"1,594"
04/16/2021,Confirmed Cases,"500,926"
04/16/2021,Probable Cases,"142,294"
04/16/2021,Total Hospitalizations,"27,571"
04/16/2021,Confirmed Hospitalizations,"26,124"
04/16/2021,Probable Hospitalizations,"1,447"
04/16/2021,Total Deaths,"10,549"
04/16/2021,Confirmed Deaths,"8,853"
04/16/2021,Probable Deaths,"1,696"
04/16/2021,Number of Outbreaks,"2,998"
04/16/2021,Number of Outbreak Associated Cases,"70,727"
04/16/2021,Number of PCR Testing Encounters,"6,788,514"
04/16/2021,Current 7-Day Percent Positivity,6.0%
04/16/2021,MIS-C Cases,56
04/16/2021,MIS-C Deaths,0
04/17/2021,Total Cases,"644,828"
04/17/2021,New Cases,"1,608"
04/17/2021,Confirmed Cases,"502,101"
04/17/2021,Probable Cases,"142,727"
04/17/2021,Total Hospitalizations,"27,625"
04/17/2021,Confirmed Hospitalizations,"26,182"
04/17/2021,Probable Hospitalizations,"1,443"
04/17/2021,Total Deaths,"10,564"
04/17/2021,Confirmed Deaths,"8,865"
04/17/2021,Probable Deaths,"1,699"
04/17/2021,Number of Outbreaks,"3,008"
04/17/2021,Number of Outbreak Associated Cases,"70,824"
04/17/2021,Number of PCR Testing Encounters,"6,812,103"
04/17/2021,Current 7-Day Percent Positivity,6%
04/17/2021,MIS-C Cases,56
04/17/2021,MIS-C Deaths,0
04/18/2021,Total Cases,"646,133"
04/18/2021,New Cases,"1,305"
04/18/2021,Confirmed Cases,"503,043"
04/18/2021,Probable Cases,"143,090"
04/18/2021,Total Hospitalizations,"27,649"
04/18/2021,Confirmed Hospitalizations,"26,210"
04/18/2021,Probable Hospitalizations,"1,439"
04/18/2021,Total Deaths,"10,581"
04/18/2021,Confirmed Deaths,"8,882"
04/18/2021,Probable Deaths,"1,699"
04/18/2021,Number of Outbreaks,"3,020"
04/18/2021,Number of PCR Testing Encounters,"6,830,902"
04/18/2021,Number of Outbreak Associated Cases,"70,914"
04/18/2021,Current 7-Day Percent Positivity,6.0%
04/18/2021,MIS-C Cases,56
04/18/2021,MIS-C Deaths,0
04/19/2021,Total Cases,"647,111"
04/19/2021,New Cases,978
04/19/2021,Confirmed Cases,"503,725"
04/19/2021,Probable Cases,"143,386"
04/19/2021,Total Hospitalizations,"27,678"
04/19/2021,Confirmed Hospitalizations,"26,236"
04/19/2021,Probable Hospitalizations,"1,442"
04/19/2021,Total Deaths,"10,595"
04/19/2021,Confirmed Deaths,"8,893"
04/19/2021,Probable Deaths,"1,702"
04/19/2021,Number of Outbreaks,"3,022"
04/19/2021,Number of Outbreak Associated Cases,"70,911"
04/19/2021,Number of PCR Testing Encounters,"6,841,692"
04/19/2021,Current 7-Day Percent Positivity,6.0%
04/19/2021,MIS-C Cases,56
04/19/2021,MIS-C Deaths,0
04/20/2021,Total Cases,"648,347"
04/20/2021,New Cases,"1,236"
04/20/2021,Confirmed Cases,"504,623"
04/20/2021,Probable Cases,"143,724"
04/20/2021,Total Hospitalizations,"27,784"
04/20/2021,Confirmed Hospitalizations,"26,318"
04/20/2021,Probable Hospitalizations,"1,466"
04/20/2021,Total Deaths,"10,625"
04/20/2021,Confirmed Deaths,"8,920"
04/20/2021,Probable Deaths,"1,705"
04/20/2021,Number of Outbreaks,"3,030"
04/20/2021,Number of Outbreak Associated Cases,"71,155"
04/20/2021,Number of PCR Testing Encounters,"6,854,889"
04/20/2021,Current 7-Day Percent Positivity,6.0%
04/20/2021,MIS-C Cases,56
04/20/2021,MIS-C Deaths,0
04/21/2021,Total Cases,"649,608"
04/21/2021,New Cases,"1,261"
04/21/2021,Confirmed Cases,"505,419"
04/21/2021,Probable Cases,"144,189"
04/21/2021,Total Hospitalizations,"27,852"
04/21/2021,Confirmed Hospitalizations,"26,379"
04/21/2021,Probable Hospitalizations,"1,473"
04/21/2021,Total Deaths,"10,640"
04/21/2021,Confirmed Deaths,"8,931"
04/21/2021,Probable Deaths,"1,709"
04/21/2021,Number of Outbreaks,"3,041"
04/21/2021,Number of Outbreak Associated Cases,"71,277"
04/21/2021,Number of PCR Testing Encounters,"6,869,915"
04/21/2021,Current 7-Day Percent Positivity,6%
04/21/2021,MIS-C Cases,57
04/21/2021,MIS-C Deaths,0
04/22/2021,Total Cases,"650,981"
04/22/2021,New Cases,"1,373"
04/22/2021,Confirmed Cases,"506,220"
04/22/2021,Probable Cases,"144,761"
04/22/2021,Total Hospitalizations,"27,917"
04/22/2021,Confirmed Hospitalizations,"26,435"
04/22/2021,Probable Hospitalizations,"1,482"
04/22/2021,Total Deaths,"10,653"
04/22/2021,Confirmed Deaths,"8,941"
04/22/2021,Probable Deaths,"1,712"
04/22/2021,Number of Outbreaks,"3,053"
04/22/2021,Number of PCR Testing Encounters,"6,892,898"
04/22/2021,Number of Outbreak Associated Cases,"71,451"
04/22/2021,Current 7-Day Percent Positivity,5.9%
04/22/2021,MIS-C Cases,58
04/22/2021,MIS-C Deaths,0
04/23/2021,Total Cases,"652,321"
04/23/2021,New Cases,"1,340"
04/23/2021,Confirmed Cases,"507,262"
04/23/2021,Probable Cases,"145,059"
04/23/2021,Total Hospitalizations,"28,012"
04/23/2021,Confirmed Hospitalizations,"26,523"
04/23/2021,Probable Hospitalizations,"1,489"
04/23/2021,Total Deaths,"10,666"
04/23/2021,Confirmed Deaths,"8,954"
04/23/2021,Probable Deaths,"1,712"
04/23/2021,Number of Outbreaks,"3,061"
04/23/2021,Number of PCR Testing Encounters,"6,917,191"
04/23/2021,Current 7-Day Percent Positivity,5.7%
04/23/2021,MIS-C Cases,58
04/23/2021,MIS-C Deaths,0
04/24/2021,Total Cases,"653,326"
04/24/2021,New Cases,"1,005"
04/24/2021,Confirmed Cases,"508,034"
04/24/2021,Probable Cases,"145,292"
04/24/2021,Total Hospitalizations,"28,057"
04/24/2021,Confirmed Hospitalizations,"26,570"
04/24/2021,Probable Hospitalizations,"1,487"
04/24/2021,Total Deaths,"10,675"
04/24/2021,Confirmed Deaths,"8,963"
04/24/2021,Probable Deaths,"1,712"
04/24/2021,Number of Outbreaks,"3,067"
04/24/2021,Number of PCR Testing Encounters,"6,936,596"
04/24/2021,Number of Outbreak Associated Cases,7
04/24/2021,Current 7-Day Percent Positivity,5.7%
04/24/2021,MIS-C Cases,58
04/24/2021,MIS-C Deaths,0
04/25/2021,Total Cases,"654,210"
04/25/2021,New Cases,884
04/25/2021,Confirmed Cases,"508,565"
04/25/2021,Probable Cases,"145,645"
04/25/2021,Total Hospitalizations,"28,090"
04/25/2021,Confirmed Hospitalizations,"26,598"
04/25/2021,Probable Hospitalizations,"1,492"
04/25/2021,Total Deaths,"10,691"
04/25/2021,Confirmed Deaths,"8,977"
04/25/2021,Probable Deaths,"1,714"
04/25/2021,Number of Outbreaks,"3,070"
04/25/2021,Number of PCR Testing Encounters,"6,952,209"
04/25/2021,Number of Outbreak Associated Cases,7
04/25/2021,Current 7-Day Percent Positivity,5.5%
04/25/2021,MIS-C Cases,58
04/25/2021,MIS-C Deaths,0
04/26/2021,Total Cases,"654,929"
04/26/2021,New Cases,719
04/26/2021,Confirmed Cases,"509,164"
04/26/2021,Total Hospitalizations,"28,118"
04/26/2021,Confirmed Hospitalizations,"26,633"
04/26/2021,Probable Hospitalizations,"1,485"
04/26/2021,Total Deaths,"10,706"
04/26/2021,Number of Outbreaks,"3,073"
04/26/2021,MIS-C Cases,58
04/26/2021,MIS-C Deaths,0
04/27/2021,Total Cases,"656,034"
04/27/2021,New Cases,"1,105"
04/27/2021,Confirmed Cases,"510,072"
04/27/2021,Total Hospitalizations,"10,724"
04/27/2021,Confirmed Hospitalizations,"26,704"
04/27/2021,Probable Hospitalizations,"1,490"
04/27/2021,Total Deaths,"28,194"
04/27/2021,Confirmed Deaths,"9,010"
04/27/2021,MIS-C Cases,60
04/28/2021,Total Cases,"657,154"
04/28/2021,New Cases,"1,120"
04/28/2021,Confirmed Cases,"510,867"
04/28/2021,Probable Cases,"146,287"
04/28/2021,Total Hospitalizations,"28,271"
04/28/2021,Confirmed Hospitalizations,"26,782"
04/28/2021,Probable Hospitalizations,"1,489"
04/28/2021,Total Deaths,"10,735"
04/28/2021,Confirmed Deaths,"9,019"
04/28/2021,Probable Deaths,"1,716"
04/28/2021,Number_of_Outbreaks,"3,086"
04/28/2021,Number_of_Outbreak_Associated_Cases,7
04/28/2021,Number_of_PCR_Testing_Encounters,"6,994,812"
04/28/2021,Current 7-Day Percent Positivity,5.0%
04/28/2021,MIS-C Cases,61
04/28/2021,MIS-C Deaths,0
04/29/2021,Total Cases,"658,341"
04/29/2021,New Cases,"1,187"
04/29/2021,Confirmed Cases,"511,783"
04/29/2021,Probable Cases,"146,558"
04/29/2021,Total Hospitalizations,"28,351"
04/29/2021,Confirmed Hospitalizations,"26,865"
04/29/2021,Probable Hospitalizations,"1,486"
04/29/2021,Total Deaths,"10,751"
04/29/2021,Confirmed Deaths,"9,036"
04/29/2021,Probable Deaths,"1,715"
04/29/2021,Number_of_Outbreaks,"3,090"
04/29/2021,Number_of_Outbreak_Associated_Cases,7
04/29/2021,Number_of_PCR_Testing_Encounters,"7,014,294"
04/29/2021,Current 7-Day Percent Positivity,4.9%
04/29/2021,MIS-C Cases,63
04/29/2021,MIS-C Deaths,0
04/30/2021,Total Cases,"659,590"
04/30/2021,New Cases,"1,249"
04/30/2021,Confirmed Cases,"512,507"
04/30/2021,Probable Cases,"147,083"
04/30/2021,Total Hospitalizations,"28,443"
04/30/2021,Confirmed Hospitalizations,"26,948"
04/30/2021,Probable Hospitalizations,"1,495"
04/30/2021,Total Deaths,"10,770"
04/30/2021,Confirmed Deaths,"9,056"
04/30/2021,Probable Deaths,"1,714"
04/30/2021,Number_of_Outbreaks,"3,101"
04/30/2021,Number_of_Outbreak_Associated_Cases,7
04/30/2021,Number_of_PCR_Testing_Encounters,"7,033,958"
04/30/2021,Current 7-Day Percent Positivity,4.7%
04/30/2021,MIS-C Cases,65
04/30/2021,MIS-C Deaths,0
05/01/2021,Total Cases,"660,553"
05/01/2021,New Cases,963
05/01/2021,Confirmed Cases,"513,463"
05/01/2021,Probable Cases,"147,090"
05/01/2021,Total Hospitalizations,"28,486"
05/01/2021,Confirmed Hospitalizations,"27,000"
05/01/2021,Probable Hospitalizations,"1,486"
05/01/2021,Total Deaths,"10,777"
05/01/2021,Confirmed Deaths,"9,060"
05/01/2021,Probable Deaths,"1,717"
05/01/2021,Number_of_Outbreaks,"3,106"
05/01/2021,Number_of_Outbreak_Associated_Cases,7
05/01/2021,Number_of_PCR_Testing_Encounters,"7,051,140"
05/01/2021,Current 7-Day Percent Positivity,4.7%
05/01/2021,MIS-C Cases,65
05/01/2021,MIS-C Deaths,0
05/02/2021,Total Cases,"661,314"
05/02/2021,New Cases,761
05/02/2021,Confirmed Cases,"513,922"
05/02/2021,Probable Cases,"147,392"
05/02/2021,Total Hospitalizations,"28,518"
05/02/2021,Confirmed Hospitalizations,"27,029"
05/02/2021,Probable Hospitalizations,"1,489"
05/02/2021,Total Deaths,"10,791"
05/02/2021,Confirmed Deaths,"9,073"
05/02/2021,Probable Deaths,"1,718"
05/02/2021,Number_of_Outbreaks,"3,107"
05/02/2021,Number_of_Outbreak_Associated_Cases,7
05/02/2021,Number_of_PCR_Testing_Encounters,"7,066,008"
05/02/2021,Current 7-Day Percent Positivity,4.5%
05/02/2021,MIS-C Cases,65
05/02/2021,MIS-C Deaths,0
05/03/2021,Total Cases,"661,925"
05/03/2021,New Cases,611
05/03/2021,Confirmed Cases,"514,450"
05/03/2021,Probable Cases,"147,475"
05/03/2021,Total Hospitalizations,"28,542"
05/03/2021,Confirmed Hospitalizations,"27,053"
05/03/2021,Probable Hospitalizations,"1,489"
05/03/2021,Total Deaths,"10,807"
05/03/2021,Confirmed Deaths,"9,091"
05/03/2021,Probable Deaths,"1,716"
05/03/2021,Number_of_Outbreaks,"3,108"
05/03/2021,Number_of_Outbreak_Associated_Cases,7
05/03/2021,Number_of_PCR_Testing_Encounters,"7,076,549"
05/03/2021,Current 7-Day Percent Positivity,4.5%
05/03/2021,MIS-C Cases,65
05/03/2021,MIS-C Deaths,0
05/04/2021,Total Cases,"662,696"
05/04/2021,New Cases,771
05/04/2021,Confirmed Cases,"515,249"
05/04/2021,Probable Cases,"147,447"
05/04/2021,Total Hospitalizations,"28,636"
05/04/2021,Confirmed Hospitalizations,"27,144"
05/04/2021,Probable Hospitalizations,"1,492"
05/04/2021,Total Deaths,"10,823"
05/04/2021,Confirmed Deaths,"9,110"
05/04/2021,Probable Deaths,"1,713"
05/04/2021,Number_of_Outbreaks,"3,114"
05/04/2021,Number_of_Outbreak_Associated_Cases,7
05/04/2021,Number_of_PCR_Testing_Encounters,"7,086,503"
05/04/2021,Current 7-Day Percent Positivity,4.5%
05/04/2021,MIS-C Cases,66
05/04/2021,MIS-C Deaths,0
05/05/2021,Total Cases,"663,538"
05/05/2021,New Cases,842
05/05/2021,Confirmed Cases,"515,827"
05/05/2021,Probable Cases,"147,711"
05/05/2021,Total Hospitalizations,"28,688"
05/05/2021,Confirmed Hospitalizations,"27,196"
05/05/2021,Probable Hospitalizations,"1,492"
05/05/2021,Total Deaths,"10,844"
05/05/2021,Confirmed Deaths,"9,124"
05/05/2021,Probable Deaths,"1,720"
05/05/2021,Number_of_Outbreaks,"3,119"
05/05/2021,Number_of_Outbreak_Associated_Cases,7
05/05/2021,Number_of_PCR_Testing_Encounters,"7,100,444"
05/05/2021,Current 7-Day Percent Positivity,4.2%
05/05/2021,MIS-C Cases,66
05/05/2021,MIS-C Deaths,0
05/06/2021,Total Cases,"664,394"
05/06/2021,New Cases,856
05/06/2021,Confirmed Cases,"516,561"
05/06/2021,Probable Cases,"147,833"
05/06/2021,Total Hospitalizations,"28,771"
05/06/2021,Confirmed Hospitalizations,"27,278"
05/06/2021,Probable Hospitalizations,"1,493"
05/06/2021,Total Deaths,"10,861"
05/06/2021,Confirmed Deaths,"9,145"
05/06/2021,Probable Deaths,"1,716"
05/06/2021,Number_of_Outbreaks,"3,125"
05/06/2021,Number_of_Outbreak_Associated_Cases,7
05/06/2021,Number_of_PCR_Testing_Encounters,"7,119,924"
05/06/2021,Current 7-Day Percent Positivity,4.4%
05/06/2021,MIS-C Cases,66
05/06/2021,MIS-C Deaths,0
05/07/2021,Total Cases,"665,332"
05/07/2021,New Cases,938
05/07/2021,Confirmed Cases,"517,412"
05/07/2021,Probable Cases,"147,920"
05/07/2021,Total Hospitalizations,"28,820"
05/07/2021,Confirmed Hospitalizations,"27,331"
05/07/2021,Probable Hospitalizations,"1,489"
05/07/2021,Total Deaths,"10,874"
05/07/2021,Confirmed Deaths,"9,157"
05/07/2021,Probable Deaths,"1,717"
05/07/2021,Number_of_Outbreaks,"3,466"
05/07/2021,Number_of_Outbreak_Associated_Cases,7
05/07/2021,Number_of_PCR_Testing_Encounters,"7,140,186"
05/07/2021,Current 7-Day Percent Positivity,4.4%
05/07/2021,MIS-C Cases,66
05/07/2021,MIS-C Deaths,0
05/08/2021,Total Cases,"666,111"
05/08/2021,New Cases,779
05/08/2021,Confirmed Cases,"518,126"
05/08/2021,Probable Cases,"147,985"
05/08/2021,Total Hospitalizations,"28,876"
05/08/2021,Confirmed Hospitalizations,"27,394"
05/08/2021,Probable Hospitalizations,"1,482"
05/08/2021,Total Deaths,"10,885"
05/08/2021,Confirmed Deaths,"9,168"
05/08/2021,Probable Deaths,"1,717"
05/08/2021,Number_of_Outbreaks,"3,475"
05/08/2021,Number_of_Outbreak_Associated_Cases,7
05/08/2021,Number_of_PCR_Testing_Encounters,"7,158,410"
05/08/2021,Current 7-Day Percent Positivity,4.5%
05/08/2021,MIS-C Cases,67
05/08/2021,MIS-C Deaths,0
05/09/2021,Total Cases,"666,650"
05/09/2021,New Cases,539
05/09/2021,Confirmed Cases,"518,713"
05/09/2021,Probable Cases,"147,937"
05/09/2021,Total Hospitalizations,"10,895"
05/09/2021,Confirmed Hospitalizations,"27,421"
05/09/2021,Probable Hospitalizations,"1,476"
05/09/2021,Total Deaths,"28,897"
05/09/2021,Confirmed Deaths,"9,178"
05/09/2021,Probable Deaths,"1,717"
05/09/2021,Number_of_Outbreaks,"3,475"
05/09/2021,Number_of_Outbreak_Associated_Cases,7
05/09/2021,Number_of_PCR_Testing_Encounters,"7,172,384"
05/09/2021,Current 7-Day Percent Positivity,4.4%
05/09/2021,MIS-C Cases,67
05/09/2021,MIS-C Deaths,0
05/10/2021,Total Cases,"666,986"
05/10/2021,New Cases,336
05/10/2021,Confirmed Cases,"519,310"
05/10/2021,Probable Cases,"147,676"
05/10/2021,Total Hospitalizations,"28,911"
05/10/2021,Confirmed Hospitalizations,"27,446"
05/10/2021,Probable Hospitalizations,"1,465"
05/10/2021,Total Deaths,"10,902"
05/10/2021,Confirmed Deaths,"9,192"
05/10/2021,Probable Deaths,"1,710"
05/10/2021,Number_of_Outbreaks,"3,476"
05/10/2021,Number_of_Outbreak_Associated_Cases,7
05/10/2021,Number_of_PCR_Testing_Encounters,"7,181,225"
05/10/2021,Current 7-Day Percent Positivity,4.2%
05/10/2021,MIS-C Cases,67
05/10/2021,MIS-C Deaths,0
05/11/2021,Total Cases,"667,586"
05/11/2021,New Cases,600
05/11/2021,Confirmed Cases,"520,009"
05/11/2021,Probable Cases,"147,577"
05/11/2021,Total Hospitalizations,"28,971"
05/11/2021,Confirmed Hospitalizations,"27,516"
05/11/2021,Probable Hospitalizations,"1,455"
05/11/2021,Total Deaths,"10,919"
05/11/2021,Confirmed Deaths,"9,209"
05/11/2021,Probable Deaths,"1,710"
05/11/2021,Number_of_Outbreaks,"3,484"
05/11/2021,Number_of_Outbreak_Associated_Cases,7
05/11/2021,Number_of_PCR_Testing_Encounters,"7,194,250"
05/11/2021,Current 7-Day Percent Positivity,4.0%
05/11/2021,MIS-C Cases,68
05/11/2021,MIS-C Deaths,0
05/12/2021,Total Cases,"668,147"
05/12/2021,New Cases,561
05/12/2021,Confirmed Cases,"520,333"
05/12/2021,Probable Cases,"147,814"
05/12/2021,Total Hospitalizations,"29,038"
05/12/2021,Confirmed Hospitalizations,"27,575"
05/12/2021,Probable Hospitalizations,"1,463"
05/12/2021,Total Deaths,"10,934"
05/12/2021,Confirmed Deaths,"9,224"
05/12/2021,Probable Deaths,"1,710"
05/12/2021,Number_of_Outbreaks,"3,490"
05/12/2021,Number_of_Outbreak_Associated_Cases,7
05/12/2021,Number_of_PCR_Testing_Encounters,"7,207,114"
05/12/2021,Current 7-Day Percent Positivity,3.8%
05/12/2021,MIS-C Cases,68
05/12/2021,MIS-C Deaths,0
05/13/2021,Total Cases,"668,726"
05/13/2021,New Cases,579
05/13/2021,Confirmed Cases,"520,759"
05/13/2021,Probable Cases,"147,967"
05/13/2021,Total Hospitalizations,"29,103"
05/13/2021,Confirmed Hospitalizations,"27,633"
05/13/2021,Probable Hospitalizations,"1,470"
05/13/2021,Total Deaths,"10,961"
05/13/2021,Confirmed Deaths,"9,249"
05/13/2021,Probable Deaths,"1,712"
05/13/2021,Number_of_Outbreaks,"3,497"
05/13/2021,Number_of_Outbreak_Associated_Cases,7
05/13/2021,Number_of_PCR_Testing_Encounters,"7,222,688"
05/13/2021,Current 7-Day Percent Positivity,3.6%
05/13/2021,MIS-C Cases,69
05/13/2021,MIS-C Deaths,0
05/14/2021,Total Cases,"669,219"
05/14/2021,New Cases,493
05/14/2021,Confirmed Cases,"521,007"
05/14/2021,Probable Cases,"148,212"
05/14/2021,Total Hospitalizations,"29,158"
05/14/2021,Confirmed Hospitalizations,"27,682"
05/14/2021,Probable Hospitalizations,"1,476"
05/14/2021,Total Deaths,"10,991"
05/14/2021,Confirmed Deaths,"9,278"
05/14/2021,Probable Deaths,"1,713"
05/14/2021,Number_of_Outbreaks,"3,508"
05/14/2021,Number_of_Outbreak_Associated_Cases,7
05/14/2021,Number_of_PCR_Testing_Encounters,"7,238,393"
05/14/2021,Current 7-Day Percent Positivity,3.5%
05/14/2021,MIS-C Cases,69
05/14/2021,MIS-C Deaths,0
05/15/2021,Total Cases,"669,904"
05/15/2021,New Cases,685
05/15/2021,Confirmed Cases,"521,485"
05/15/2021,Probable Cases,"148,419"
05/15/2021,Total Hospitalizations,"29,200"
05/15/2021,Confirmed Hospitalizations,"27,720"
05/15/2021,Probable Hospitalizations,"1,480"
05/15/2021,Total Deaths,"11,008"
05/15/2021,Confirmed Deaths,"9,288"
05/15/2021,Probable Deaths,"1,720"
05/15/2021,Number_of_Outbreaks,"3,514"
05/15/2021,Number_of_Outbreak_Associated_Cases,7
05/15/2021,Number_of_PCR_Testing_Encounters,"7,255,956"
05/15/2021,Current 7-Day Percent Positivity,3.5%
05/15/2021,MIS-C Cases,69
05/15/2021,MIS-C Deaths,0
05/16/2021,Total Cases,"670,184"
05/16/2021,New Cases,280
05/16/2021,Confirmed Cases,"521,700"
05/16/2021,Probable Cases,"148,484"
05/16/2021,Total Hospitalizations,"29,220"
05/16/2021,Confirmed Hospitalizations,"27,738"
05/16/2021,Probable Hospitalizations,"1,482"
05/16/2021,Total Deaths,"11,018"
05/16/2021,Confirmed Deaths,"9,297"
05/16/2021,Probable Deaths,"1,721"
05/16/2021,Number_of_Outbreaks,"3,514"
05/16/2021,Number_of_Outbreak_Associated_Cases,7
05/16/2021,Number_of_PCR_Testing_Encounters,"7,266,304"
05/16/2021,Current 7-Day Percent Positivity,3.3%
05/16/2021,MIS-C Cases,69
05/16/2021,MIS-C Deaths,0
05/17/2021,Total Cases,"670,456"
05/17/2021,New Cases,272
05/17/2021,Confirmed Cases,"521,930"
05/17/2021,Probable Cases,"148,526"
05/17/2021,Total Hospitalizations,"29,242"
05/17/2021,Confirmed Hospitalizations,"27,760"
05/17/2021,Probable Hospitalizations,"1,482"
05/17/2021,Total Deaths,"11,029"
05/17/2021,Confirmed Deaths,"9,307"
05/17/2021,Probable Deaths,"1,722"
05/17/2021,Number_of_Outbreaks,"3,515"
05/17/2021,Number_of_Outbreak_Associated_Cases,7
05/17/2021,Number_of_PCR_Testing_Encounters,"7,275,087"
05/17/2021,Current 7-Day Percent Positivity,3.2%
05/17/2021,MIS-C Cases,69
05/17/2021,MIS-C Deaths,0
05/18/2021,Total Cases,"670,834"
05/18/2021,New Cases,378
05/18/2021,Confirmed Cases,"522,362"
05/18/2021,Probable Cases,"148,472"
05/18/2021,Total Hospitalizations,"29,290"
05/18/2021,Confirmed Hospitalizations,"27,802"
05/18/2021,Probable Hospitalizations,"1,488"
05/18/2021,Total Deaths,"11,042"
05/18/2021,Confirmed Deaths,"9,319"
05/18/2021,Probable Deaths,"1,723"
05/18/2021,Number_of_Outbreaks,"3,519"
05/18/2021,Number_of_Outbreak_Associated_Cases,7
05/18/2021,Number_of_PCR_Testing_Encounters,"7,285,852"
05/18/2021,Current 7-Day Percent Positivity,3.2%
05/18/2021,MIS-C Cases,70
05/18/2021,MIS-C Deaths,0
05/19/2021,Total Cases,"671,325"
05/19/2021,New Cases,491
05/19/2021,Confirmed Cases,"522,588"
05/19/2021,Probable Cases,"148,737"
05/19/2021,Total Hospitalizations,"29,339"
05/19/2021,Confirmed Hospitalizations,"27,845"
05/19/2021,Probable Hospitalizations,"1,494"
05/19/2021,Total Deaths,"11,048"
05/19/2021,Confirmed Deaths,"9,323"
05/19/2021,Probable Deaths,"1,725"
05/19/2021,Number_of_Outbreaks,"3,527"
05/19/2021,Number_of_Outbreak_Associated_Cases,7
05/19/2021,Number_of_PCR_Testing_Encounters,"7,295,119"
05/19/2021,Current 7-Day Percent Positivity,3.2%
05/19/2021,MIS-C Cases,70
05/19/2021,MIS-C Deaths,0
05/20/2021,Total Cases,"671,916"
05/20/2021,New Cases,591
05/20/2021,Confirmed Cases,"522,955"
05/20/2021,Probable Cases,"148,961"
05/20/2021,Total Hospitalizations,"29,394"
05/20/2021,Confirmed Hospitalizations,"27,899"
05/20/2021,Probable Hospitalizations,"1,495"
05/20/2021,Total Deaths,"11,068"
05/20/2021,Confirmed Deaths,"9,344"
05/20/2021,Probable Deaths,"1,724"
05/20/2021,Number_of_Outbreaks,"3,538"
05/20/2021,Number_of_Outbreak_Associated_Cases,7
05/20/2021,Number_of_PCR_Testing_Encounters,"7,311,041"
05/20/2021,Current 7-Day Percent Positivity,3%
05/20/2021,MIS-C Cases,70
05/20/2021,MIS-C Deaths,0
05/21/2021,Total Cases,"672,312"
05/21/2021,New Cases,396
05/21/2021,Confirmed Cases,"523,233"
05/21/2021,Probable Cases,"149,079"
05/21/2021,Total Hospitalizations,"29,441"
05/21/2021,Confirmed Hospitalizations,"27,941"
05/21/2021,Probable Hospitalizations,"1,500"
05/21/2021,Total Deaths,"11,074"
05/21/2021,Confirmed Deaths,"9,349"
05/21/2021,Probable Deaths,"1,725"
05/21/2021,Number_of_Outbreaks,"3,542"
05/21/2021,Number_of_Outbreak_Associated_Cases,7
05/21/2021,Number_of_PCR_Testing_Encounters,"7,325,788"
05/21/2021,Current 7-Day Percent Positivity,2.8%
05/21/2021,MIS-C Cases,71
05/21/2021,MIS-C Deaths,0
05/22/2021,Total Cases,"672,793"
05/22/2021,New Cases,481
05/22/2021,Confirmed Cases,"523,548"
05/22/2021,Probable Cases,"149,245"
05/22/2021,Total Hospitalizations,"29,475"
05/22/2021,Confirmed Hospitalizations,"27,973"
05/22/2021,Probable Hospitalizations,"1,502"
05/22/2021,Total Deaths,"11,097"
05/22/2021,Confirmed Deaths,"9,365"
05/22/2021,Probable Deaths,"1,732"
05/22/2021,Number_of_Outbreaks,"3,545"
05/22/2021,Number_of_PCR_Testing_Encounters,"7,341,899"
05/22/2021,Number_of_Outbreak_Associated_Cases,7
05/22/2021,Current 7-Day Percent Positivity,2.8%
05/22/2021,MIS-C Cases,71
05/22/2021,MIS-C Deaths,0
05/23/2021,Total Cases,"673,029"
05/23/2021,New Cases,236
05/23/2021,Confirmed Cases,"523,719"
